"","subj","setsize","timepoint","meanCDA"
"3879",16,6,320,-1.05711920578939
"3880",16,6,324,-1.09769635711982
"3881",16,6,328,-0.814107239880664
"3882",16,6,332,-0.665282968158362
"3883",16,6,336,-0.605187339219481
"3884",16,6,340,-0.242614644412191
"3885",16,6,344,0.020022194726657
"3886",16,6,348,-0.174124466432833
"3887",16,6,352,-0.20121031493872
"3888",16,6,356,0.104038510724077
"3889",16,6,360,0.000908595791001332
"3890",16,6,364,-0.46311229132398
"3891",16,6,368,-0.512313474520239
"3892",16,6,372,-0.263332701499758
"3893",16,6,376,-0.25543481846557
"3894",16,6,380,-0.256833908321238
"3895",16,6,384,-0.0609951905337849
"3896",16,6,388,-0.0904511365102402
"3897",16,6,392,-0.531085889404935
"3898",16,6,396,-0.911228863651024
"3899",16,6,400,-0.888832793662312
"3900",16,6,404,-0.720274635921625
"3901",16,6,408,-0.912215831801322
"3902",16,6,412,-1.35963285526528
"3903",16,6,416,-1.50530427521368
"3904",16,6,420,-1.41481952424609
"3905",16,6,424,-1.53908838993711
"3906",16,6,428,-1.55490186234478
"3907",16,6,432,-1.16611840074182
"3908",16,6,436,-1.01166761574746
"3909",16,6,440,-1.23023304305757
"3910",16,6,444,-1.16251324205773
"3911",16,6,448,-0.999854764957265
"3912",16,6,452,-1.2769117483551
"3913",16,6,456,-1.482106367602
"3914",16,6,460,-1.40545477552008
"3915",16,6,464,-1.68694955684567
"3916",16,6,468,-2.16491664349298
"3917",16,6,472,-2.20690868585712
"3918",16,6,476,-2.05143949927431
"3919",16,6,480,-1.90724752394775
"3920",16,6,484,-1.59844609442025
"3921",16,6,488,-1.48572900338655
"3922",16,6,492,-1.62198773423641
"3923",16,6,496,-1.31027013651024
"3924",16,6,500,-0.729529847927754
"3925",16,6,504,-0.779103077648766
"3926",16,6,508,-1.31436215553943
"3927",16,6,512,-1.63642608696178
"3928",16,6,516,-1.6594766118368
"3929",16,6,520,-1.63109308684083
"3930",16,6,524,-1.76743595432995
"3931",16,6,528,-1.95256413909047
"3932",16,6,532,-1.7022808056765
"3933",16,6,536,-1.28956672198033
"3934",16,6,540,-1.50074292565715
"3935",16,6,544,-1.8461634729076
"3936",16,6,548,-1.44727089897597
"3937",16,6,552,-0.973216048218029
"3938",16,6,556,-1.0908976783422
"3939",16,6,560,-1.02563802088373
"3940",16,6,564,-0.427793304467022
"3941",16,6,568,-0.0680421931140139
"3942",16,6,572,-0.23511093267215
"3943",16,6,576,-0.431970399209805
"3944",16,6,580,-0.32406493264796
"3945",16,6,584,-0.0619908776810193
"3946",16,6,588,-0.106940937832608
"3947",16,6,592,-0.495567448556684
"3948",16,6,596,-0.676389828979197
"3949",16,6,600,-0.557879270133849
"3950",16,6,604,-0.490984057006934
"3951",16,6,608,-0.37540802394775
"3952",16,6,612,-0.103561354975004
"3953",16,6,616,0.00694347298822762
"3954",16,6,620,-0.065384270383809
"3955",16,6,624,-0.298013073133366
"3956",16,6,628,-0.76589327785841
"3957",16,6,632,-1.07175328971134
"3958",16,6,636,-1.0547800024996
"3959",16,6,640,-1.24657227519755
"3960",16,6,644,-1.4092046963393
"3961",16,6,648,-0.975106485542655
"3962",16,6,652,-0.545899357200451
"3963",16,6,656,-0.515886636429608
